"date","strategy_return_pct","benchmark_return_pct"
"2024-07-15","11.03","-13.76"
"2024-07-16","11.03","-13.21"
"2024-07-17","11.03","-13.13"
"2024-07-18","11.03","-12.65"
"2024-07-19","11.03","-12.2"
"2024-07-22","10.25","-12.8"
"2024-07-23","8.1","-14.66"
"2024-07-24","7.42","-15.2"
"2024-07-25","6.8","-15.67"
"2024-07-26","7.27","-15.42"
"2024-07-29","7.1","-15.88"
"2024-07-30","7.1","-16.41"
"2024-07-31","7.1","-14.61"
"2024-08-01","7.1","-15.17"
"2024-08-02","7.1","-16.04"
"2024-08-05","7.1","-17.06"
"2024-08-06","7.1","-17.07"
"2024-08-07","7.1","-17.1"
"2024-08-08","7.1","-17.07"
"2024-08-09","7.1","-17.35"
"2024-08-12","7.1","-17.49"
"2024-08-13","7.1","-17.28"
"2024-08-14","7.1","-17.9"
"2024-08-15","7.1","-17.09"
"2024-08-16","7.1","-17"
"2024-08-19","7.1","-16.72"
"2024-08-20","7.1","-17.32"
"2024-08-21","7.1","-17.59"
"2024-08-22","7.1","-17.81"
"2024-08-23","7.1","-17.46"
"2024-08-26","7.1","-17.53"
"2024-08-27","7.1","-18"
"2024-08-28","7.1","-18.47"
"2024-08-29","7.1","-18.69"
"2024-08-30","7.1","-17.6"
"2024-09-02","7.1","-19"
"2024-09-03","7.1","-18.79"
"2024-09-04","7.1","-19.32"
"2024-09-05","7.1","-19.18"
"2024-09-06","7.1","-19.83"
"2024-09-09","7.1","-20.79"
"2024-09-10","7.1","-20.72"
"2024-09-11","7.1","-20.96"
"2024-09-12","7.1","-21.3"
"2024-09-13","7.1","-21.62"
"2024-09-18","7.1","-21.33"
"2024-09-19","7.1","-20.71"
"2024-09-20","7.1","-20.59"
"2024-09-23","7.1","-20.3"
"2024-09-24","7.1","-16.84"
"2024-09-25","7.1","-15.61"
"2024-09-26","7.1","-12.05"
"2024-09-27","7.1","-8.12"
"2024-09-30","19.45","-0.32"
"2024-10-08","43.31","5.59"
"2024-10-09","19.99","-1.86"
"2024-10-10","16.35","-0.82"
"2024-10-11","10.25","-3.56"
"2024-10-14","13.25","-1.72"
"2024-10-15","9.45","-4.34"
"2024-10-16","7.04","-4.94"
"2024-10-17","6.77","-6.02"
"2024-10-18","15.39","-2.62"
"2024-10-21","15.98","-2.37"
"2024-10-22","16.4","-1.81"
"2024-10-23","15.71","-1.43"
"2024-10-24","14.1","-2.53"
"2024-10-25","17.53","-1.85"
"2024-10-28","17.1","-1.65"
"2024-10-29","14.26","-2.63"
"2024-10-30","12.98","-3.51"
"2024-10-31","13.57","-3.47"
"2024-11-01","11.53","-3.49"
"2024-11-04","14.8","-2.14"
"2024-11-05","20.36","0.34"
"2024-11-06","18.97","-0.16"
"2024-11-07","23.41","2.85"
"2024-11-08","22.13","1.82"
"2024-11-11","23.09","2.49"
"2024-11-12","21.95","1.36"
"2024-11-13","21.58","1.99"
"2024-11-14","18.3","0.22"
"2024-11-15","15.24","-1.54"
"2024-11-18","13.52","-2"
"2024-11-19","15.3","-1.34"
"2024-11-20","16.46","-1.12"
"2024-11-21","16.37","-1.03"
"2024-11-22","11.78","-4.1"
"2024-11-25","12.04","-4.53"
"2024-11-26","12.04","-4.73"
"2024-11-27","12.04","-3.07"
"2024-11-28","12.04","-3.93"
"2024-11-29","12.04","-2.83"
"2024-12-02","13.99","-2.06"
"2024-12-03","13.32","-1.96"
"2024-12-04","11.88","-2.49"
"2024-12-05","12.24","-2.71"
"2024-12-06","14.66","-1.43"
"2024-12-09","14.34","-1.59"
"2024-12-10","14.34","-0.87"
"2024-12-11","14.34","-1.04"
"2024-12-12","14.34","-0.06"
"2024-12-13","14.34","-2.42"
"2024-12-16","12.7","-2.95"
"2024-12-17","11.51","-2.7"
"2024-12-18","12.22","-2.21"
"2024-12-19","12.55","-2.12"
"2024-12-20","12.78","-2.56"
"2024-12-23","11.02","-2.41"
"2024-12-24","12.27","-1.17"
"2024-12-25","11.34","-1.12"
"2024-12-26","12.18","-1.08"
"2024-12-27","12.44","-1.24"
"2024-12-30","12.87","-0.79"
"2024-12-31","11.11","-2.38"
"2025-01-02","7.99","-5.22"
"2025-01-03","6.88","-6.34"
"2025-01-06","6.74","-6.5"
"2025-01-07","6.74","-5.82"
"2025-01-08","6.74","-5.99"
"2025-01-09","6.74","-6.23"
"2025-01-10","6.74","-7.4"
"2025-01-13","6.74","-7.65"
"2025-01-14","6.74","-5.22"
"2025-01-15","6.74","-5.83"
"2025-01-16","6.74","-5.72"
"2025-01-17","6.74","-5.42"
"2025-01-20","6.74","-4.99"
"2025-01-21","6.74","-4.92"
"2025-01-22","6.74","-5.8"
"2025-01-23","6.74","-5.63"
"2025-01-24","6.74","-4.91"
"2025-01-27","6.74","-5.3"
"2025-02-05","6.74","-5.85"
"2025-02-06","6.74","-4.66"
"2025-02-07","6.74","-3.43"
"2025-02-10","6.78","-3.22"
"2025-02-11","5.33","-3.66"
"2025-02-12","7.18","-2.75"
"2025-02-13","6.43","-3.12"
"2025-02-14","8.37","-2.28"
"2025-02-17","8.77","-2.07"
"2025-02-18","6.68","-2.93"
"2025-02-19","8.92","-2.25"
"2025-02-20","8.87","-2.53"
"2025-02-21","11.61","-1.3"
"2025-02-24","10.71","-1.52"
"2025-02-25","9.52","-2.61"
"2025-02-26","10.81","-1.76"
"2025-02-27","10.26","-1.56"
"2025-02-28","6.08","-3.49"
"2025-03-03","6.42","-3.53"
"2025-03-04","7.37","-3.61"
"2025-03-05","7.64","-3.18"
"2025-03-06","9.36","-1.85"
"2025-03-07","8.89","-2.15"
"2025-03-10","8.76","-2.53"
"2025-03-11","9.3","-2.22"
"2025-03-12","9.37","-2.57"
"2025-03-13","8.45","-2.96"
"2025-03-14","10.42","-0.6"
"2025-03-17","10.46","-0.85"
"2025-03-18","10.93","-0.57"
"2025-03-19","10.5","-0.51"
"2025-03-20","9.74","-1.39"
"2025-03-21","8.07","-2.88"
"2025-03-24","8.08","-2.38"
"2025-03-25","8.08","-2.45"
"2025-03-26","8.08","-2.77"
"2025-03-27","8.08","-2.44"
"2025-03-28","8.08","-2.87"
"2025-03-31","7.56","-3.56"
"2025-04-01","8.14","-3.55"
"2025-04-02","8.27","-3.63"
"2025-04-03","7.34","-4.2"
"2025-04-07","3.25","-10.95"
"2025-04-08","3.25","-9.43"
"2025-04-09","3.25","-8.54"
"2025-04-10","3.25","-7.34"
"2025-04-11","3.25","-6.95"
"2025-04-14","3.25","-6.74"
"2025-04-15","3.25","-6.69"
"2025-04-16","3.25","-6.4"
"2025-04-17","3.25","-6.42"
"2025-04-18","3.25","-6.41"
"2025-04-21","3.25","-6.1"
"2025-04-22","3.25","-6.13"
"2025-04-23","3.25","-6.05"
"2025-04-24","3.25","-6.12"
"2025-04-25","3.25","-6.05"
"2025-04-28","3.25","-6.18"
"2025-04-29","3.25","-6.35"
"2025-04-30","3.25","-6.46"
"2025-05-06","3.25","-5.52"
"2025-05-07","3.25","-4.94"
"2025-05-08","3.25","-4.41"
"2025-05-09","3.25","-4.58"
"2025-05-12","4.42","-3.48"
"2025-05-13","4.06","-3.34"
"2025-05-14","5.29","-2.17"
"2025-05-15","3.14","-3.07"
"2025-05-16","2.93","-3.52"
"2025-05-19","2.63","-3.81"
"2025-05-20","3.45","-3.29"
"2025-05-21","4.26","-2.84"
"2025-05-22","3.34","-2.9"
"2025-05-23","2.22","-3.69"
"2025-05-26","1.35","-4.24"
"2025-05-27","0.83","-4.75"
"2025-05-28","0.42","-4.83"
"2025-05-29","1.96","-4.27"
"2025-05-30","1.09","-4.73"
"2025-06-03","1.35","-4.44"
"2025-06-04","2.52","-4.02"
"2025-06-05","3.7","-3.8"
"2025-06-06","3.39","-3.89"
"2025-06-09","3.61","-3.61"
"2025-06-10","3.01","-4.1"
"2025-06-11","3.84","-3.38"
"2025-06-12","3.89","-3.44"
"2025-06-13","3.22","-4.13"
"2025-06-16","3.75","-3.9"
"2025-06-17","3.54","-3.98"
"2025-06-18","3.38","-3.87"
"2025-06-19","2.34","-4.66"
"2025-06-20","1.64","-4.57"
"2025-06-23","1.42","-4.29"
"2025-06-24","1.42","-3.15"
"2025-06-25","1.42","-1.76"
"2025-06-26","1.42","-2.1"
"2025-06-27","1.42","-2.71"
"2025-06-30","2.47","-2.35"
"2025-07-01","2.13","-2.19"
"2025-07-02","1.07","-2.16"
"2025-07-03","2.85","-1.56"
"2025-07-04","2.47","-1.21"
"2025-07-07","1.36","-1.63"
"2025-07-08","3.71","-0.8"
"2025-07-09","3.91","-0.98"
"2025-07-10","4.19","-0.52"
"2025-07-11","4.96","-0.4"
"2025-07-14","4.58","-0.33"
"2025-07-15","6.26","-0.29"
"2025-07-16","5.97","-0.59"
"2025-07-17","7.94","0.09"
"2025-07-18","8.18","0.69"
"2025-07-21","9.28","1.36"
"2025-07-22","9.95","2.19"
"2025-07-23","9.86","2.21"
"2025-07-24","11.68","2.93"
"2025-07-25","11.35","2.39"
"2025-07-28","12.5","2.6"
"2025-07-29","14.47","3.01"
"2025-07-30","12.64","2.99"
"2025-07-31","10.53","1.11"
"2025-08-01","10.63","0.6"
"2025-08-04","11.11","0.99"
"2025-08-05","11.44","1.8"
"2025-08-06","12.21","2.05"
"2025-08-07","11.44","2.08"
"2025-08-08","11.06","1.84"
"2025-08-11","13.22","2.27"
"2025-08-12","14.56","2.8"
"2025-08-13","18.79","3.62"
"2025-08-14","17.49","3.53"
"2025-08-15","20.51","4.25"
"2025-08-18","24.02","5.17"
"2025-08-19","23.68","4.78"
"2025-08-20","24.31","5.97"
"2025-08-21","23.54","6.38"
"2025-08-22","27.86","8.61"
"2025-08-25","31.46","10.88"
"2025-08-26","30.45","10.46"
"2025-08-27","29.49","8.81"
"2025-08-28","34.77","10.74"
"2025-08-29","37.6","11.56"
"2025-09-01","40.58","12.23"
"2025-09-02","36.79","11.4"
"2025-09-03","37.84","10.64"
"2025-09-04","32.13","8.29"
"2025-09-05","41.39","10.65"
"2025-09-08","39.67","10.83"
"2025-09-09","36.64","10.06"
"2025-09-10","38.08","10.28"
"2025-09-11","45.28","12.83"
"2025-09-12","43.84","12.18"
"2025-09-15","45.86","12.46"
"2025-09-16","46.91","12.22"
"2025-09-17","49.79","12.9"
"2025-09-18","47.3","11.59"
"2025-09-19","47.06","11.69"
"2025-09-22","48.02","12.2"
"2025-09-23","48.55","12.13"
"2025-09-24","51.76","13.28"
"2025-09-25","54.21","13.96"
"2025-09-26","50.27","12.88"
"2025-09-29","54.31","14.62"
"2025-09-30","54.5","15.13"
"2025-10-09","55.36","16.84"
"2025-10-10","48.64","14.54"
"2025-10-13","46.67","13.97"
"2025-10-14","40.91","12.61"
"2025-10-15","44.23","14.28"
"2025-10-16","44.75","14.58"
"2025-10-17","40","11.99"
"2025-10-20","42.87","12.59"
"2025-10-21","42.87","14.32"
"2025-10-22","42.87","13.94"
"2025-10-23","42.87","14.28"
"2025-10-24","42.87","15.63"
"2025-10-27","43.36","17"
"2025-10-28","42.65","16.4"
"2025-10-29","44.43","17.79"
"2025-10-30","43.27","16.85"
"2025-10-31","41.28","15.13"
"2025-11-03","41.49","15.44"
"2025-11-04","40.48","14.58"
"2025-11-05","40.66","14.8"
"2025-11-06","42.74","16.44"
"2025-11-07","42.44","16.07"
"2025-11-10","40.53","16.48"
"2025-11-11","38.53","15.41"
"2025-11-12","38.31","15.26"
"2025-11-13","41.6","16.65"
"2025-11-14","37.64","14.82"
"2025-11-17","37.24","14.07"
"2025-11-18","35.77","13.33"
"2025-11-19","36.04","13.83"
"2025-11-20","34.66","13.25"
"2025-11-21","29.23","10.49"
"2025-11-24","30.11","10.35"
"2025-11-25","30.11","11.4"
"2025-11-26","30.11","12.08"
"2025-11-27","30.11","12.02"
"2025-11-28","30.11","12.3"
"2025-12-01","30.11","13.54"
"2025-12-02","30.11","12.99"
"2025-12-03","30.11","12.41"
"2025-12-04","30.11","12.79"
"2025-12-05","30.11","13.74"
"2025-12-08","30.11","14.66"
"2025-12-09","30.11","14.08"
"2025-12-10","30.11","13.92"
"2025-12-11","30.11","12.93"
"2025-12-12","30.11","13.65"
"2025-12-15","29.23","12.93"
"2025-12-16","26.75","11.58"
"2025-12-17","31.05","13.62"
"2025-12-18","28.07","12.95"
"2025-12-19","28.69","13.33"
"2025-12-22","31.51","14.41"
"2025-12-23","31.92","14.63"
"2025-12-24","33.04","14.96"
"2025-12-25","33.45","15.18"
"2025-12-26","33.62","15.54"
"2025-12-29","32.75","15.1"
"2025-12-30","33.74","15.39"
"2025-12-31","31.96","14.86"
"2026-01-05","35.67","17.04"
"2026-01-06","38.61","18.85"
"2026-01-07","39.28","18.5"
"2026-01-08","39.71","17.53"
"2026-01-09","43.05","18.06"
"2026-01-12","46.53","18.83"
"2026-01-13","44.62","18.11"
"2026-01-14","45.64","17.64"
"2026-01-15","45.19","17.88"
"2026-01-16","45.5","17.39"
"2026-01-19","46.43","17.46"
"2026-01-20","46.01","17.07"
"2026-01-21","47.9","17.17"
"2026-01-22","48.55","17.19"
"2026-01-23","52.92","16.66"
"2026-01-26","50.21","16.77"
"2026-01-27","51.17","16.74"
"2026-01-28","52.43","17.05"
"2026-01-29","50.68","17.94"
"2026-01-30","48.04","16.76"
"2026-02-02","41.2","14.27"
"2026-02-03","46.74","15.61"
"2026-02-04","47.13","16.57"
"2026-02-05","44.14","15.87"
"2026-02-06","44.07","15.2"
"2026-02-09","47.25","17.07"
"2026-02-10","46.94","17.2"
"2026-02-11","47.53","16.94"
"2026-02-12","49.33","17.09"
"2026-02-13","46.87","15.62"
"2026-02-24","48.55","16.79"
"2026-02-25","50.87","17.49"
"2026-02-26","51.36","17.27"
"2026-02-27","53.24","16.86"
"2026-03-02","53.17","17.31"
"2026-03-03","46.9","15.51"
"2026-03-04","45.89","14.18"
"2026-03-05","46.83","15.3"
"2026-03-06","47.71","15.62"
"2026-03-09","45.51","14.5"
"2026-03-10","45.51","15.97"
"2026-03-11","45.51","16.71"
"2026-03-12","45.51","16.29"
"2026-03-13","45.51","15.84"
"2026-03-16","47.25","15.9"
"2026-03-17","43.91","15.05"
"2026-03-18","46.77","15.57"
"2026-03-19","45.23","13.7"
"2026-03-20","46.9","13.3"
"2026-03-23","41.94","9.6"
"2026-03-24","42.33","11.01"
"2026-03-25","45.41","12.57"
"2026-03-26","43.48","11.08"
"2026-03-27","44.79","11.7"
"2026-03-30","42.5","11.44"
"2026-03-31","42.5","10.4"
"2026-04-01","42.5","12.29"
"2026-04-02","42.5","11.12"
"2026-04-03","42.5","10.17"
"2026-04-07","42.5","10.17"
"2026-04-08","42.5","14.01"
"2026-04-09","42.5","13.28"
"2026-04-10","42.5","15.03"
"2026-04-13","44.02","15.26"
"2026-04-14","47.42","16.63"
"2026-04-15","45.8","16.23"
"2026-04-16","50.49","17.51"
"2026-04-17","52.4","17.31"
"2026-04-20","52.49","18.03"
"2026-04-21","52.86","18.29"
"2026-04-22","56.06","19.07"
"2026-04-23","54.81","18.74"
"2026-04-24","52.57","18.32"
"2026-04-27","51.66","18.36"
"2026-04-28","49.58","18.04"
"2026-04-29","53.4","19.34"
"2026-04-30","53.19","19.26"
"2026-05-06","57.22","20.99"
"2026-05-07","59.67","21.58"
"2026-05-08","58.05","20.87"
"2026-05-11","63.9","22.85"
"2026-05-12","63.61","22.75"
"2026-05-13","68.09","24"
"2026-05-14","64.48","21.92"
"2026-05-15","64.85","20.56"
"2026-05-18","62.9","19.91"
"2026-05-19","62.86","20.39"
"2026-05-20","63.28","20.34"
"2026-05-21","59.71","18.66"
"2026-05-22","63.86","20.2"
"2026-05-25","67.51","22.1"
"2026-05-26","68.38","22.75"
"2026-05-27","68.42","21.77"
"2026-05-28","71.83","21.92"
"2026-05-29","68.3","21.37"
"2026-06-01","64.6","20.18"
"2026-06-02","69.04","21.92"
"2026-06-03","72.12","22.53"
"2026-06-04","70.25","21.68"
"2026-06-05","65.14","19.5"
"2026-06-08","58.92","16.94"
"2026-06-09","64.94","19.13"
"2026-06-10","60.7","17.81"
"2026-06-11","59.04","17.16"
"2026-06-12","59.71","18.52"
"2026-06-15","62.39","21.36"
"2026-06-16","62.39","21.17"
"2026-06-17","62.39","22.34"
"2026-06-18","62.39","22.59"
"2026-06-22","65.67","25.52"
"2026-06-23","59.28","22.04"
"2026-06-24","61.09","22.63"
"2026-06-25","66.27","24.54"
"2026-06-26","59.47","20.77"
"2026-06-29","61.2","22.23"
"2026-06-30","65.14","23.53"
"2026-07-01","64.88","23.03"
"2026-07-02","58.96","19.39"
"2026-07-03","59.89","20.13"
"2026-07-06","58.26","20.12"
"2026-07-07","55.52","18.89"
"2026-07-08","53.63","17.98"
"2026-07-09","58.15","20.97"
"2026-07-10","56.26","18.6"
"2026-07-13","48.99","16.49"
"2026-07-14","51.16","18.99"
"2026-07-15","49.13","18.75"
"2026-07-16","45.64","16.56"
"2026-07-17","37.57","12.36"
"2026-07-20","39.47","14.08"
"2026-07-21","39.47","17.57"
"2026-07-22","39.47","17.03"
"2026-07-23","39.47","17.3"
"2026-07-24","39.47","15.34"
"2026-07-27","39.47","16.66"
"2026-07-28","39.47","13.36"
"2026-07-29","39.47","14.13"
"2026-07-30","39.47","12.87"
"2026-07-31","39.47","13.83"
"2026-08-03","39.47","12.71"
"2026-08-04","39.47","14.14"
"2026-08-05","39.47","15.56"
"2026-08-06","39.47","15.39"
"2026-08-07","39.47","16.46"
"2026-08-10","39.47","16.65"
"2026-08-11","39.47","15.7"
"2026-08-12","39.47","16.38"
"2026-08-13","39.47","15.71"
"2026-08-14","39.47","15.75"
"2026-08-17","42.77","17.62"
"2026-08-18","42.56","17.24"
"2026-08-19","35.93","13.84"
"2026-08-20","36.96","13.94"
"2026-08-21","37.01","14.59"
"2026-08-24","34.82","13.21"
"2026-08-25","34.57","12.93"
"2026-08-26","35.67","13.89"
"2026-08-27","38.87","14.87"
"2026-08-28","38","14.35"
"2026-08-31","38.77","14.74"
"2026-09-01","37.27","14.4"
